date,open,high,low,close,volume,SMA_10,SMA_50,EMA_10,EMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI,High_Low,High_Close,Low_Close,TR,+DM,-DM,TR_14,+DI_14,-DI_14,DX,ADX
2024-10-04,124.94,125.04,121.83,124.92,244465552.0,133.01100000000002,139.5467,132.44253669085145,137.50032263932948,133.22840666307206,136.2870041246131,-3.0585974615410407,-1.7849067642590377,29.196884233145298,3.210000000000008,2.6799999999999926,5.890000000000001,5.890000000000001,0.0,0.0,5.635714285714282,6.362484157160944,15.538656527249683,41.89814814814827,50.204215441525676
2024-10-03,120.92,124.36,120.3401,122.85,277117973.0,131.603,139.31869999999998,130.69843911069663,136.92580018288518,131.63172871490713,135.2916704857529,-3.659941770845762,-2.1599137655763827,28.270481144343265,4.019899999999993,0.5600000000000023,4.579899999999995,4.579899999999995,0.0,0.0,5.6078499999999964,5.0184753769906365,15.615865005559806,51.35802469135829,49.33430444658332
2024-10-02,116.44,119.38,115.14,118.85,221845887.0,129.916,138.94889999999998,128.5441774542063,136.21694527375243,129.6653089126137,134.0737689682897,-4.408460055675988,-2.609623023596304,17.803227485684488,4.239999999999995,3.469999999999999,7.709999999999994,7.709999999999994,0.0,0.0,5.811421428571426,4.8426804851038066,9.759107373534139,33.670033670033995,46.55131782524207
2024-10-01,121.765,122.4351,115.79,117.0,302094485.0,128.456,138.5027,126.44523609889606,135.46333957674253,127.71679984913467,132.80904534100898,-5.0922454918743085,-3.1061475172519053,16.737235367372293,6.645099999999999,3.5851000000000113,3.059999999999988,6.645099999999999,3.05510000000001,0.0,5.878214285714281,8.500030378516295,9.648216781092415,6.326706885123096,42.174690357389785
2024-09-30,118.31,121.5,118.15,121.44,227053651.0,126.793,138.2301,125.53519317182403,134.91340469138007,126.75113833388319,131.96689383426758,-5.21575550038439,-3.528069113878402,28.703703703703653,3.3499999999999943,4.5,1.1500000000000057,4.5,0.0,2.3599999999999994,5.740357142857138,8.704162259690145,12.816524606482929,19.108880549982494,38.711075294170314
2024-09-27,123.97,124.03,119.26,121.4,271009175.0,125.453,137.8819,124.78333986785603,134.3834672525024,125.92788628251654,131.18416095765517,-5.256274675138627,-3.8737102261304477,29.48480845442532,4.769999999999996,2.5900000000000034,2.1799999999999926,4.769999999999996,2.530000000000001,0.0,5.793928571428568,9.289403932688163,12.698021327744566,15.502576380283823,36.42331657284159
2024-09-26,126.8,127.665,121.8,124.04,302582868.0,124.376,137.5139,124.64818716460948,133.97784108573762,125.63744223905246,130.6549638496807,-5.0175216106282505,-4.102472503030008,35.13238289205701,5.865000000000009,6.265000000000001,0.3999999999999915,6.265000000000001,3.635000000000005,0.0,5.859285714285711,13.617091308058042,12.556381811532368,4.052612703247815,33.31770330315315
2024-09-25,122.02,124.94,121.61,123.51,284692948.0,123.46200000000002,137.0829,124.44124404377138,133.56733751374793,125.31014343304439,130.12570726822287,-4.81556383517848,-4.245090769459702,38.666293079293915,3.3299999999999983,0.8999999999999915,2.430000000000007,3.3299999999999983,0.0,0.0,5.394999999999998,12.207202436118125,13.636965444194363,5.5322462487383826,31.424383007749046
2024-09-24,116.515,121.8,115.38,120.87,354966772.0,122.25999999999999,136.5975,123.79192694490385,133.06940270928723,124.62704444334526,129.44009932242858,-4.8130548790833245,-4.358683591384427,23.006905210295002,6.420000000000002,1.710000000000008,8.13000000000001,8.13000000000001,0.0,0.0,5.404285714285713,12.186227861485618,3.6214644462067085,54.18098510882029,31.601459492755016
2024-09-23,116.55,116.99,114.86,116.26,206228490.0,121.11399999999999,136.1175,122.42248568219405,132.41021044617793,123.33980683667676,128.46379566891534,-5.123988832238581,-4.511744639555258,22.078313253011984,2.1299999999999955,3.8800000000000097,6.010000000000005,6.010000000000005,0.0,0.0,5.518571428571428,11.933859694537945,3.5464664768314718,54.180985108820295,31.6526811260482
