date,open,high,low,close,volume,SMA_10,SMA_50,EMA_10,EMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI,High_Low,High_Close,Low_Close,TR,+DM,-DM,TR_14,+DI_14,-DI_14,DX,ADX
2024-10-04,185.75,187.6,183.6,186.51,41079011.0,186.03199999999998,201.26319999999998,185.90774767991547,199.05692737851544,186.46213903597064,191.2671337416327,-4.804994705662068,-5.2852111748824875,50.25560361777427,4.0,6.799999999999983,2.799999999999983,6.799999999999983,4.0,0.0,4.079892857142852,15.001094216409708,10.61827604016213,17.10743914606295,23.800497538274744
2024-10-03,183.045,183.44,180.875,181.96,30204302.0,185.475,200.35320000000004,185.1899753744763,198.3864596381815,185.76950226120593,190.57771642743768,-4.80821416623175,-5.189811773152341,45.143058989756256,2.5649999999999977,3.069999999999993,5.634999999999991,5.634999999999991,0.0,0.0,4.091678571428566,11.379192961323932,10.587691045414484,3.603159718359018,23.40590176979269
2024-10-02,184.44,186.6,184.04,184.76,23704056.0,185.262,199.46899999999997,185.1117980336624,197.8520886719783,185.6141942210204,190.1467744698497,-4.532580248829305,-5.058365468287734,40.54364471669218,2.5600000000000023,4.639999999999986,2.079999999999984,4.639999999999986,0.0,3.164999999999992,3.9366714285714215,11.827250723054643,10.786850384842895,4.6006707639969315,21.99884455115213
2024-10-01,184.9,186.19,183.4519,185.13,36044906.0,185.006,198.5664,185.1151074820874,197.3531832338615,185.53970280240188,189.77516154615714,-4.2354587437552595,-4.89378412338124,42.382057231245156,2.738100000000003,1.4300000000000068,1.308099999999996,2.738100000000003,0.0,0.0,3.8965357142857084,11.949075644116101,10.897958809565276,4.6006707639969315,21.12911586443573
2024-09-30,187.14,188.49,184.65,186.33,41680400.0,184.885,197.7922,185.33599703079878,196.92090153841596,185.66128698664775,189.51996439458992,-3.8586774079421673,-4.686762780293425,45.07042253521127,3.8400000000000034,3.3600000000000136,0.47999999999998977,3.8400000000000034,2.3000000000000114,0.0,3.852249999999994,13.977731010633873,11.023242446436688,11.81749410386107,20.298038031909517
2024-09-27,190.68,190.9,187.34,187.97,36002316.0,184.8,197.0298,185.81490666156265,196.56988579181143,186.01647360408657,189.40515221721287,-3.3886786131263023,-4.4271459468600005,50.81001472754049,3.5600000000000023,4.569999999999993,1.009999999999991,4.569999999999993,0.0,2.6899999999999977,3.9651071428571356,13.579888851859542,15.55533538095711,6.780268836484573,19.107158394570696
2024-09-26,194.31,194.53,189.54,191.16,36334854.0,185.251,196.31239999999997,186.78674181400578,196.35773340781884,186.807785357304,189.53514094186377,-2.727355584559774,-4.087187874399955,57.186132615281075,4.990000000000009,6.560000000000002,1.5699999999999932,6.560000000000002,3.6299999999999955,0.0,4.278678571428565,18.644608231847297,14.41533183643148,12.792752759627152,18.3457418945992
2024-09-25,193.75,193.9498,192.16,192.53,26391144.0,185.98700000000002,195.752,187.83097057509562,196.20762621535536,187.68812607156494,189.75698235357754,-2.0688562820126037,-3.683521555922485,57.992073976221945,1.7898000000000138,2.789800000000014,1.0,2.789800000000014,0.0,2.6200000000000045,4.204378571428568,17.903783980306255,19.121222263184816,3.2881514586984966,17.20999582084706
2024-09-24,194.27,195.37,190.13,193.96,43478926.0,187.11100000000002,195.268,188.94533956144187,196.11948401083163,188.65302975286264,190.06831699405328,-1.41528724119064,-3.229874692976116,60.171102661597004,5.240000000000009,2.8400000000000034,2.4000000000000057,5.240000000000009,1.4201999999999941,0.0,4.402235714285711,19.40345246652269,13.751129701953394,17.048390885600174,14.646225421919317
2024-09-23,191.64,194.45,190.57,193.88,36993111.0,188.41899999999998,194.8768,189.8425505502706,196.03166110844606,189.457179021653,190.35066388338268,-0.8934848617296893,-2.762596726726831,58.33333333333336,3.8799999999999955,0.4899999999999807,3.390000000000015,3.8799999999999955,0.0,0.4399999999999977,4.420207142857139,19.165553004141696,14.406241465736091,14.176518156263246,11.937212833753353
